"term","estimate","std.error","statistic","p.value"
"b_5_24",-0.31508381606215,0.183558569735252,-1.71653013267971,0.0860650577349337
"b_5_25",0.0151273321640244,0.184710955548417,0.081897319620867,0.93472836591361
"b_5_26",-0.257672282748395,0.186650865257856,-1.38050408923861,0.167431491459228
"b_5_27",0.00611379550367255,0.0111865248870452,0.546532150547731,0.584700193894607
"b_5_28",-0.836076395835004,0.183636513319603,-4.55288755335867,5.2914559496793e-06
"b_5_29",-0.150194285468971,0.101694901227843,-1.47691067748291,0.139699582377313
"b_5_30",-0.430904915480811,0.146932946340585,-2.9326636823983,0.00336067720826094
"b_5_31",0.328186253225448,0.106188112407295,3.09061198834252,0.00199744465129189
"b_5_32",-0.0712126697460687,0.0980293166816057,-0.72644258020653,0.467567495932275
"b_5_33",-0.860113568878637,0.233140619434057,-3.68924802107218,0.000224917871186243
"b_5_34",-0.297777164599091,0.0997084150407069,-2.98647977181786,0.00282209507831848
"b_5_35",0.0446248129443093,0.0968045840475976,0.460978303696526,0.64481417119582
"b_5_36",-0.165596205337795,0.0954738716815134,-1.7344662201424,0.0828353943523331
"b_5_37",-0.350899298150259,0.134546559345039,-2.60801390877929,0.00910692538995757
"b_5_38",0.124383766282723,0.0962547203170924,1.29223549632646,0.196275602460656
"b_5_39",0.265894173734451,0.0927230005085245,2.86761830695941,0.00413574146723857
"b_5_40",0.139387813930854,0.0932752038870845,1.49437158132178,0.135078525157604
"b_5_41",-0.0988577913806805,0.108806332497354,-0.908566524683517,0.363578983412335
"b_5_42",-0.828968904200717,0.120324184059099,-6.88946208680338,5.6003747444219e-12
"b_5_43",-0.724879996759299,0.116963821172487,-6.19747191475828,5.7377272735608e-10
"b_5_44",-0.765584086906813,0.15591685511043,-4.91020734329574,9.09801427755975e-07
"b_5_45",0.0163950911273602,0.111351061239008,0.147237852472454,0.882944284216617
"b_5_46",-0.350462457685159,0.155939386893111,-2.24742744387847,0.0246127227361368
"b_5_47",-0.979085948513602,0.318090495109278,-3.07801070314044,0.00208387430405824
"b_5_48",-0.276153480387624,0.118583077989071,-2.3287764584174,0.0198709111767642
"b_5_49",-0.468549572168181,0.1155298430395,-4.05565834628532,4.99932903751851e-05
"b_5_50",0.153183064377012,0.160074492220966,0.956948619681131,0.338593189241931
"b_5_51",0.0270691433363525,0.107625832571723,0.251511581276858,0.801418609352292
"b_5_52",-0.768909891872545,0.258438804904181,-2.97521067765975,0.00292787391540285
"b_5_53",-0.162514846605875,0.0990806529007231,-1.64022785324913,0.100957800052476
"b_5_54",0.137542766429169,0.10399872120823,1.32254286236632,0.185987446325256
"b_5_55",-0.255102841766114,0.0972213973360743,-2.62393720678871,0.0086919808310578
"b_5_56",0.120785102481083,0.105862936342247,1.14095741771789,0.253887643646753
"b_5_57",0.0244658879340316,0.0976021359503316,0.250669595453135,0.8020695695861
"b_5_58",-0.821164128207675,0.24657396258305,-3.33029537914448,0.000867539004800688
"b_5_59",-0.580465039243031,0.15699849978644,-3.69726487853463,0.000217934912687017
"b_5_60",0.530070849343926,0.0925354858488923,5.72829811700038,1.01443181516532e-08
"b_5_61",-0.419584602293174,0.107859773481574,-3.89009348665888,0.000100205610466135
"b_5_62",-0.510817012578521,0.110895975787886,-4.60627185927446,4.09952365980638e-06
"b_5_63",0.0498785984284534,0.13152260171439,0.379239748744996,0.704509837028011
"b_5_64",-0.29522462830794,0.099444087917639,-2.96874992259418,0.00299013834386636
"R_1_2",0.192880993954661,0.0206865270267194,9.32399110326878,1.12044450907506e-20
"R_1_3",0.28972428316745,0.019072100026551,15.1910006115799,4.05679434812574e-52
"R_1_4",0.345763004322966,0.018564887243215,18.6245679703406,2.03124884901882e-77
"R_1_5",0.306441519155692,0.0183994857617457,16.6548958554491,2.78829153257569e-62
"R_2_3",0.462305045620104,0.0157130239441415,29.4217743996039,2.89239530314446e-190
"R_2_4",0.398588367906288,0.0162497743878709,24.5288555023756,7.27282269377845e-133
"R_2_5",0.31219987691255,0.0178647535333059,17.4757449819,2.19262996492177e-68
"R_3_4",0.592905654396026,0.0130682335849782,45.3699920911701,0
